id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5426,Solana,SOL,solana,1067,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562657079.4688593,616998108.9405591,True,76507174871.24,,7,525236893.3,65128871972.60997,,2025-12-28T03:36:00.000Z,123.99904272415658,1640110722.6678278,-45.9339,-0.1584972,0.84185463,-0.95047903,-11.1561425,-36.04063363,-40.86852276,69768939236.10825,2.3498,76507174871.24,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94691805297.43588,94691797838.91808,True,26843490661.73,,8,94667886298.43,26836712152.62051,,2025-12-28T03:36:00.000Z,0.28348274374713256,455139071.51584613,6.7982,-0.06779393,1.2620721,0.17677607,1.18555301,-4.22304718,-15.67806165,26843492776.086384,0.9041,26843490661.73,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168076073126.57907,168076073126.57907,True,20848958401.49,,9,,,,2025-12-28T03:36:00.000Z,0.12404477337942034,484760884.0610095,-50.0476,-0.07067601,0.81158471,-5.40926544,-17.7197719,-35.72392282,-47.36948464,20848958401.489384,0.7022,20848958401.49,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
2010,Cardano,ADA,cardano,1648,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35932600980.305725,44994430650.81588,False,16612344711.72,,10,37997904336.0,14029164854.895985,,2025-12-28T03:36:00.000Z,0.36920891033468034,402859366.5471934,-9.7007,-0.27459645,4.32289292,-0.0954367,-13.14392064,-42.52227218,-54.02509583,13266636453.429543,0.4468,16614400965.06,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19972912.5,19972912.5,False,12309610249.31,,11,,,,2025-12-28T03:36:00.000Z,616.3152344108596,355535310.16387135,-0.571,0.11282097,2.59980955,2.65273884,15.35742922,9.53015159,10.81155023,12309610249.305088,0.4146,12942619922.63,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
1975,Chainlink,LINK,chainlink,2174,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12491493570.43,,12,,,,2025-12-28T03:37:00.000Z,12.49149357043169,228898148.2382483,-16.395,-0.12929468,2.044486,0.02367314,-5.85274035,-29.81332352,-41.87978398,8845226228.131355,0.2979,12491493570.43,,2025-12-28T03:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-27 19:38:31.236225
32196,Hyperliquid,HYPE,hyperliquid,219,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,25015913982.95,,13,333931719.0,8686549683.689512,,2025-12-28T03:36:00.000Z,26.012951718700048,103277188.28267694,-27.536,0.13980421,0.4151733,8.96758828,-24.6909445,-45.78952609,-44.58840223,8827433749.161854,0.2973,25015913982.95,,2025-12-28T03:36:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-27 19:38:31.236225
1437,Zcash,ZEC,zcash,557,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16458348.6655448,16458348.6655448,False,8524609744.86,,14,,,,2025-12-28T03:36:00.000Z,517.950489328643,914477939.6427422,75.7233,0.23710102,10.93628048,16.16983497,9.93716031,61.96640036,695.34318053,8524609744.860348,0.2871,10876960275.9,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
328,Monero,XMR,monero,347,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8512228893.76,,15,,,,2025-12-28T03:36:00.000Z,461.4488529655981,101855871.70479202,13.0073,0.57869634,3.3748184,-1.05801957,13.24681752,38.79818145,59.96266896,8512228893.763217,0.2867,8512228893.76,,2025-12-28T03:36:00.000Z,,,,,,2025-12-27 19:38:31.236225
1,Bitcoin,BTC,bitcoin,12507,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19968153.0,19968153.0,False,1749762774889.99,,1,,,,2025-12-28T05:16:00.000Z,87627.67266907399,13879981032.599716,-57.9255,-0.11877469,0.26104132,-0.53970856,-4.21718834,-22.43897174,-21.53614219,1749762774889.9878,58.9598,1840181126050.55,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
1027,Ethereum,ETH,ethereum,11311,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694953.33892769,120694953.33892769,True,354377705503.59,,2,,,,2025-12-28T05:16:00.000Z,2936.143522989328,7460462452.5345,-48.1568,-0.24371692,0.29817343,-1.38259701,-2.99793651,-26.97371425,-28.52556096,354377705503.59174,11.9411,354377705503.59,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
825,Tether USDt,USDT,tether,164336,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186826783367.90005,188851514003.4144,True,188715308064.67,,3,,,,2025-12-28T05:16:00.000Z,0.9992787670278379,40756775744.717186,-39.3668,-0.00267925,-0.00107874,-0.04049046,-0.06175899,-0.08302081,-0.10774475,186692037731.65213,6.2908,188715308064.67,,2025-12-28T05:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-27 21:18:53.928185
1839,BNB,BNB,bnb,3028,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734736.47,137734736.47,137734736.47,False,115970148631.51,,4,,,,2025-12-28T05:17:00.000Z,841.9818529711931,1529446884.4886086,-2.1301,-0.04904866,0.82861637,-0.85208366,-6.01340601,-24.1675795,-16.52827709,115970148631.50957,3.9077,115970148631.51,,2025-12-28T05:17:00.000Z,,,,,,2025-12-27 21:18:53.928185
52,XRP,XRP,xrp,1775,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,187425699513.47,,5,,,,2025-12-28T05:16:00.000Z,1.874524285127084,1026009182.0958837,-44.8109,-0.01688723,1.52321694,-2.65527319,-14.70871436,-28.34971878,-34.38830527,113545455741.84033,3.826,187452428512.71,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
3408,USDC,USDC,usd-coin,35865,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76445568914.67444,76445568914.67444,False,76423263969.14,,6,60901219650.23,60883450165.26581,,2025-12-28T05:16:00.000Z,0.9997082244811146,3386333484.4652057,-55.7656,0.00055928,-0.01081247,-0.0277506,-0.0121396,-0.02941895,-0.00921338,76423263969.13788,2.5751,76423263969.14,,2025-12-28T05:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-27 21:18:53.928185
5426,Solana,SOL,solana,1067,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562657028.7281017,616998058.1998016,True,76417859068.13,,7,525236893.3,65052844747.50098,,2025-12-28T05:16:00.000Z,123.85429427621088,1532762897.7491283,-49.3404,-0.21941544,0.70210498,-1.13297725,-11.64260811,-36.47829128,-40.85808429,69687489212.66875,2.3482,76417859068.13,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94691947903.78578,94691939570.25227,True,26841278979.02,,8,94667886298.43,26834460863.5383,,2025-12-28T05:16:00.000Z,0.283458962830813,454082872.7364737,5.1358,-0.02982921,1.4219745,0.01513432,1.14381283,-4.40249012,-15.45861423,26841281341.236496,0.9044,26841278979.02,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168077253126.57913,168077253126.57913,True,20829665865.0,,9,,,,2025-12-28T05:16:00.000Z,0.12392911876843296,475249933.66290456,-47.5902,-0.10618054,0.96811387,-5.69029557,-17.84629808,-36.13854595,-46.931712,20829665864.995796,0.7019,20829665865.0,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
2010,Cardano,ADA,cardano,1648,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35932600980.305725,44994430650.81588,False,16648544083.5,,10,37997904336.0,14059735310.973995,,2025-12-28T05:16:00.000Z,0.3700134403900141,397698906.7129532,-10.5417,0.026441,4.97339806,0.30866745,-13.29180251,-42.51195652,-53.65419011,13295545310.884514,0.448,16650604817.55,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19972943.75,19972943.75,False,12250567146.9,,11,,,,2025-12-28T05:16:00.000Z,613.3581158712071,349894216.8668412,2.6156,-0.32397146,1.87272904,2.46653185,15.34457115,8.56216852,10.22614983,12250567146.901602,0.4128,12880520433.3,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
32196,Hyperliquid,HYPE,hyperliquid,219,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,25120124197.05,,12,333931719.0,8722735737.213533,,2025-12-28T05:16:00.000Z,26.121315349541664,105698973.20741622,-25.9784,-0.18607124,1.1313872,8.79930883,-26.17455705,-45.89762746,-44.21118627,8864206691.441423,0.2987,25120124197.05,,2025-12-28T05:16:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-27 21:18:53.928185
1975,Chainlink,LINK,chainlink,2174,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12470241860.69,,13,,,,2025-12-28T05:17:00.000Z,12.470241860688825,228208006.2243482,-14.977,-0.22168155,2.33739199,-0.48264342,-6.10762381,-29.99019754,-41.42378084,8830177893.090366,0.2975,12470241860.69,,2025-12-28T05:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-27 21:18:53.928185
1437,Zcash,ZEC,zcash,557,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16458488.9155448,16458488.9155448,False,8519086634.98,,14,,,,2025-12-28T05:16:00.000Z,517.6104974576491,895175697.7187222,67.7624,0.1129756,10.55081433,15.94426533,9.991995,61.14695787,685.82618552,8519086634.976348,0.2871,10869820446.61,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
328,Monero,XMR,monero,347,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8403153934.52,,15,,,,2025-12-28T05:16:00.000Z,455.53588757678506,102594261.20964363,15.0671,-0.44164759,2.14798349,-2.16831899,12.39475091,35.27221724,58.79735172,8403153934.51908,0.2832,8403153934.52,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:53.928185
1,Bitcoin,BTC,bitcoin,12507,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19968153.0,19968153.0,False,1749762774889.99,,1,,,,2025-12-28T05:16:00.000Z,87627.67266907399,13879981032.599716,-57.9255,-0.11877469,0.26104132,-0.53970856,-4.21718834,-22.43897174,-21.53614219,1749762774889.9878,58.9598,1840181126050.55,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:55.234248
1027,Ethereum,ETH,ethereum,11311,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694953.33892769,120694953.33892769,True,354377705503.59,,2,,,,2025-12-28T05:16:00.000Z,2936.143522989328,7460462452.5345,-48.1568,-0.24371692,0.29817343,-1.38259701,-2.99793651,-26.97371425,-28.52556096,354377705503.59174,11.9411,354377705503.59,,2025-12-28T05:16:00.000Z,,,,,,2025-12-27 21:18:55.234248
825,Tether USDt,USDT,tether,164336,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186826783367.90005,188851514003.4144,True,188715308064.67,,3,,,,2025-12-28T05:16:00.000Z,0.9992787670278379,40756775744.717186,-39.3668,-0.00267925,-0.00107874,-0.04049046,-0.06175899,-0.08302081,-0.10774475,186692037731.65213,6.2908,188715308064.67,,2025-12-28T05:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-27 21:18:55.234248
